Transaction_Id,User_Id,Date,Transaction_Type,Category,Amount,Payment_Mode,Location,Notes,Currency,Amount_clean,Amount_Inr,Amount_USD,Amount_Unknown
T06095,U124,2020-10-04,Expense,Food,91,Card,Hyderabad,Course fee,,91.0,,,91.0
T07682,U125,2020-09-01,Expense,Food,"1,577",Cash,Lucknow,Doctor visit,,1577.0,,,1577.0
T02030,U010,2022-11-01,Expense,Rent,"4,465",UPI,Ahmedabad,Monthly rent late,,4465.0,,,4465.0
T03450,U058,2019-06-02,Income,Other Income,"41,290",UPI,Bengaluru,Netflix subscription late,,41290.0,,,41290.0
T14364,U118,2021-09-20,Expense,Entertainment,"5,171",Cash,Kolkata,Doctor visit,,5171.0,,,5171.0
T05779,U083,2021-02-11,Expense,Rent,$58,Bank Transfer,Bengaluru,Netflix subscription via app,$,58.0,,58.0,
T10158,U010,2019-11-04,Income,Bonus,"58,310",Cash,Delhi,Paid electricity bill,,58310.0,,,58310.0
T13607,U179,2022-12-14,Expense,Food,169,Bank Transfer,Ahmedabad,Course fee,,169.0,,,169.0
T12871,U102,2019-04-15,Expense,Savings,"3,123",Bank Transfer,Jaipur,Doctor visit,,3123.0,,,3123.0
T09382,U016,2021-08-15,Expense,Unknown,270,UPI,Ahmedabad,Netflix subscription late,,270.0,,,270.0
T10226,U011,2019-02-21,Expense,Rent,244,Bank Transfer,Kolkata,TMdaq4hl2rzjm04j,,244.0,,,244.0
T07235,U177,2022-10-28,Expense,Entertainment,₹320,Bank Transfer,Pune,Gift,₹,320.0,320.0,,
T10574,U163,2019-05-12,Expense,Others,"8,004",Card,Lucknow,Paid electricity bill,,8004.0,,,8004.0
T02328,U112,2021-08-08,Income,Other Income,"₹33,716",Bank Transfer,Mumbai,Netflix subscription,₹,33716.0,33716.0,,
T04172,U184,2020-06-21,Income,Bonus,"₹66,538",Bank Transfer,Chennai,Doctor visit,₹,66538.0,66538.0,,
T07728,U028,2021-07-04,Expense,Food,616,Card,Jaipur,,,616.0,,,616.0
T10516,U126,2021-08-26,Income,Other Income,"73,876",Cash,Pune,Dinner at resto,,73876.0,,,73876.0
T01990,U008,2022-12-17,Expense,Utilities,125,Cash,Unknown,Monthly rent late,,125.0,,,125.0
T00877,U171,2020-08-15,Expense,Utilities,"6,030",Bank Transfer,Chennai,Grocery shopping,,6030.0,,,6030.0
T09289,U014,2021-12-21,Expense,Food,₹910,Cash,Ahmedabad,Course fee,₹,910.0,910.0,,
T04052,U027,2022-02-20,Expense,Rent,"1,128",Bank Transfer,Hyderabad,Dinner at resto,,1128.0,,,1128.0
T11258,U053,2019-03-23,Expense,Rent,631,Bank Transfer,Lucknow,Dinner at resto,,631.0,,,631.0
T11673,U147,2021-01-12,Expense,Utilities,₹74,Card,Kolkata,Paid electricity bill,₹,74.0,74.0,,
T01374,U013,2021-08-19,Income,Other Income,"52,753",Bank Transfer,Delhi,Grocery shopping,,52753.0,,,52753.0
T12176,U010,2020-01-23,Expense,Travel,229,Unknown,Pune,Salary,,229.0,,,229.0
T10275,U109,2021-04-14,Expense,Savings,,Card,Bengaluru,Salary via app,,,,,
T10981,U076,2021-12-13,Expense,Rent,347,Unknown,Delhi,Gift,,347.0,,,347.0
T03318,U192,2021-08-07,Expense,Entertainment,"1,012",Bank Transfer,Ahmedabad,Doctor visit,,1012.0,,,1012.0
T01438,U065,2022-10-08,Expense,Utilities,₹675,Bank Transfer,Hyderabad,Doctor visit,₹,675.0,675.0,,
T04766,U109,,Expense,Food,242,Bank Transfer,Jaipur,Course fee,,242.0,,,242.0
T10133,U149,2020-09-22,Expense,Travel,"1,196",Cash,Hyderabad,Netflix subscription,,1196.0,,,1196.0
T12437,U122,2020-08-07,Expense,Food,₹517,UPI,Delhi,Doctor visit via app,₹,517.0,517.0,,
T14755,U112,2022-09-27,Expense,Travel,983,Card,Mumbai,f0FZuoKJBadB5UxoTX,,983.0,,,983.0
T11987,U054,2022-07-16,Expense,Travel,173,Unknown,Chennai,Netflix subscription ,,173.0,,,173.0
T11981,U130,2019-03-21,Income,Bonus,"74,607",UPI,Hyderabad,XptpJrNJJreGAhTLJ,,74607.0,,,74607.0
T07490,U176,2022-08-02,Expense,Travel,803,UPI,Lucknow,Salary,,803.0,,,803.0
T05294,U061,2020-06-04,Expense,Utilities,"₹1,635",Bank Transfer,Hyderabad,Monthly rent,₹,1635.0,1635.0,,
T06688,U076,2022-12-16,Expense,Rent,231,Cash,Delhi,Course fee,,231.0,,,231.0
T01363,U046,2020-08-10,Expense,Savings,223,Cash,Mumbai,Paid electricity bill,,223.0,,,223.0
T01911,U029,2020-08-31,Expense,Education,₹461,UPI,Delhi,Gift via app,₹,461.0,461.0,,
T14004,U177,2019-09-02,Expense,Food,₹227,UPI,Mumbai,Salary,₹,227.0,227.0,,
T09550,U178,2021-12-01,Expense,Food,205,UPI,Hyderabad,Dinner at resto,,205.0,,,205.0
T13700,U018,2020-06-01,Expense,Food,"1,161",UPI,Mumbai,Doctor visit cash,,1161.0,,,1161.0
T05177,U035,2021-10-08,Expense,Food,$636,Cash,Kolkata,Dinner at resto,$,636.0,,636.0,
T00349,U065,,Expense,Others,103,UPI,Unknown,Gift ,,103.0,,,103.0
T11811,U096,2019-04-17,Expense,Travel,491,Cash,Jaipur,Course fee,,491.0,,,491.0
T12184,U147,2021-09-13,Expense,Food,149,Bank Transfer,Kolkata,Uber to office via app,,149.0,,,149.0
T04725,U097,2020-04-20,Income,Salary,"$73,778",Cash,Delhi,FQZb4lvm,$,73778.0,,73778.0,
T13686,U049,2021-07-06,Expense,Food,711,Card,Ahmedabad,Doctor visit,,711.0,,,711.0
T12117,U070,2021-09-20,Expense,Food,85,Unknown,Ahmedabad,Netflix subscription,,85.0,,,85.0
T13290,U016,2019-07-12,Expense,Education,305,Bank Transfer,Hyderabad,Paid electricity bill,,305.0,,,305.0
T10440,U187,2020-04-13,Expense,Food,180,Cash,Ahmedabad,,,180.0,,,180.0
T10844,U157,2020-04-22,Expense,Food,"₹1,010",Card,Unknown,Course fee,₹,1010.0,1010.0,,
T10827,U183,2020-10-04,Expense,Food,241,UPI,Chennai,XFjR6G5OsOvToW8QF,,241.0,,,241.0
T14385,U187,2022-04-01,Expense,Food,159,UPI,Delhi,Netflix subscription,,159.0,,,159.0
T09189,U084,2019-10-21,Expense,Food,162,Bank Transfer,Mumbai,Monthly rent cash,,162.0,,,162.0
T08988,U007,2022-01-16,Income,Salary,"67,530",Bank Transfer,Jaipur,Paid electricity bill,,67530.0,,,67530.0
T08511,U107,2021-07-07,Expense,Rent,419,Bank Transfer,Hyderabad,Dinner at resto,,419.0,,,419.0
T14683,U012,2022-12-08,Expense,Food,937,Cash,Bengaluru,Monthly rent,,937.0,,,937.0
T11094,U170,2021-03-07,Expense,Food,222,Card,Chennai,Dinner at resto ,,222.0,,,222.0
T10457,U169,2022-02-12,Expense,Food,"2,168",Bank Transfer,Jaipur,Uber to office,,2168.0,,,2168.0
T13964,U054,2020-07-06,Expense,Utilities,153,Cash,Mumbai,Doctor visit late,,153.0,,,153.0
T11269,U123,2020-11-16,Expense,Rent,"2,389",Bank Transfer,Lucknow,Netflix subscription ,,2389.0,,,2389.0
T05810,U078,2021-05-15,Expense,Rent,650,Bank Transfer,Bengaluru,Netflix subscription via app,,650.0,,,650.0
T09798,U031,2020-11-16,Expense,Food,173,Cash,Hyderabad,Paid electricity bill cash,,173.0,,,173.0
T06428,U016,2021-02-21,Expense,Others,624,UPI,Mumbai,Salary,,624.0,,,624.0
T00004,U019,2021-07-19,Expense,Food,541,Bank Transfer,Delhi,Grocery shopping ,,541.0,,,541.0
T10580,U172,2022-09-28,Expense,Food,$505,Card,Mumbai,Osk4qNSZ1aN6ehfVT7,$,505.0,,505.0,
T14964,U148,2019-04-29,Expense,Travel,"₹1,274",Card,Bengaluru,Grocery shopping,₹,1274.0,1274.0,,
T10118,U059,2022-06-14,Expense,Food,₹586,UPI,Jaipur,Course fee,₹,586.0,586.0,,
T06062,U187,2019-05-09,Expense,Rent,96,Bank Transfer,Kolkata,Gift,,96.0,,,96.0
T11829,U022,2021-11-13,Expense,Food,354,Bank Transfer,Delhi,Uber to office,,354.0,,,354.0
T10503,U089,2022-08-10,Expense,Food,$302,Bank Transfer,Delhi,Monthly rent,$,302.0,,302.0,
T08981,U164,2021-05-23,Expense,Travel,157,UPI,Delhi,3p7bW0nVYAtUCyMddzN,,157.0,,,157.0
T00874,U105,2022-10-07,Expense,Food,320,Card,Hyderabad,,,320.0,,,320.0
T14021,U158,2019-05-02,Expense,Food,120,UPI,Bengaluru,Gift,,120.0,,,120.0
T01288,U065,2021-10-02,Expense,Rent,158,Bank Transfer,Ahmedabad,Monthly rent,,158.0,,,158.0
T12542,U186,2020-03-26,Expense,Savings,"3,508",Card,Bengaluru,Salary,,3508.0,,,3508.0
T02040,U004,2020-09-18,Expense,Utilities,"1,144",Card,Pune,Dinner at resto,,1144.0,,,1144.0
T13947,U100,2022-06-30,Expense,Entertainment,136,Card,Hyderabad,,,136.0,,,136.0
T12249,U138,2020-02-19,Income,Other Income,"43,126",UPI,Bengaluru,mt3mV0xnS8m,,43126.0,,,43126.0
T05422,U144,2022-09-26,Expense,Travel,530,Bank Transfer,Ahmedabad,Grocery shopping,,530.0,,,530.0
T00103,U025,2022-07-29,Expense,Travel,$153,Bank Transfer,Mumbai,Monthly rent,$,153.0,,153.0,
T11179,U168,2021-12-22,Expense,Food,"1,834",Card,Mumbai,Monthly rent,,1834.0,,,1834.0
T00651,U098,2019-03-04,Income,Other Income,"42,147",Bank Transfer,Pune,Uber to office,,42147.0,,,42147.0
T02789,U057,2021-06-29,Expense,Utilities,458,Cash,Bengaluru,Salary,,458.0,,,458.0
T07387,U182,2022-04-09,Expense,Travel,"4,033",Bank Transfer,Kolkata,Netflix subscription,,4033.0,,,4033.0
T05430,U015,2022-03-07,Expense,Rent,448,Card,Chennai,Salary ,,448.0,,,448.0
T10467,U084,2021-11-18,Expense,Entertainment,877,Card,Hyderabad,Uber to office,,877.0,,,877.0
T06496,U191,2021-04-15,Expense,Entertainment,"1,608",Bank Transfer,Ahmedabad,Monthly rent,,1608.0,,,1608.0
T01592,U076,2022-06-03,Income,Salary,"40,522",Bank Transfer,Hyderabad,Uber to office,,40522.0,,,40522.0
T12877,U100,2021-03-17,Expense,Utilities,153,UPI,Mumbai,Gift,,153.0,,,153.0
T02676,U001,2021-03-06,Expense,Rent,925,Cash,Lucknow,Doctor visit via app,,925.0,,,925.0
T12511,U139,2020-12-16,Expense,Food,830,Bank Transfer,Delhi,Doctor visit,,830.0,,,830.0
T05143,U124,2019-03-26,Expense,Savings,518,UPI,Chennai,Salary,,518.0,,,518.0
T10056,U123,2021-03-03,Expense,Rent,189,Card,Bengaluru,,,189.0,,,189.0
T04280,U175,2022-12-04,Expense,Utilities,366,Cash,Delhi,Netflix subscription,,366.0,,,366.0
T13681,U137,2019-03-20,Income,Salary,"63,010",UPI,Jaipur,Gift,,63010.0,,,63010.0
T14756,U059,2021-01-02,Expense,Rent,"₹4,889",Unknown,Unknown,Uber to office,₹,4889.0,4889.0,,
T05613,U044,2019-08-10,Income,Other Income,"59,446",UPI,Kolkata,,,59446.0,,,59446.0
T01229,U125,2020-08-07,Expense,Travel,61,Cash,Hyderabad,Course fee,,61.0,,,61.0
T11548,U086,2019-12-17,Expense,Others,778,Cash,Ahmedabad,Doctor visit,,778.0,,,778.0
T01127,U118,2019-05-30,Expense,Food,57,Card,Pune,Uber to office,,57.0,,,57.0
T02285,U102,,Expense,Rent,147,UPI,Mumbai,pYpPxD9SyRvKyB,,147.0,,,147.0
T14898,U131,2022-09-28,Expense,Travel,484,Bank Transfer,Delhi,giJoYVmwwcgJYCu,,484.0,,,484.0
T04062,U191,2022-12-14,Expense,Others,"$1,231",UPI,Mumbai,Monthly rent,$,1231.0,,1231.0,
T00952,U169,2022-01-20,Expense,Others,514,Cash,Hyderabad,Dinner at resto late,,514.0,,,514.0
T10800,U026,2020-07-28,Expense,Education,111,UPI,Lucknow,Dinner at resto,,111.0,,,111.0
T14052,U170,2021-05-13,Expense,Rent,123,Bank Transfer,Chennai,Dinner at resto,,123.0,,,123.0
T08979,U146,2021-08-11,Expense,Utilities,"1,058",UPI,Jaipur,Paid electricity bill,,1058.0,,,1058.0
T01388,U160,2022-12-03,Expense,Food,253,UPI,Delhi,Grocery shopping,,253.0,,,253.0
T06679,U156,2020-01-11,Expense,Entertainment,179,UPI,Lucknow,Netflix subscription,,179.0,,,179.0
T14687,U088,2022-01-17,Expense,Rent,354,UPI,Lucknow,,,354.0,,,354.0
T01555,U083,2020-12-26,Expense,Savings,390,Cash,Hyderabad,Gift,,390.0,,,390.0
T06452,U148,2021-08-29,Expense,Food,62,UPI,Delhi,Grocery shopping,,62.0,,,62.0
T01131,U049,2021-04-01,Income,Salary,"85,856",UPI,Kolkata,Netflix subscription,,85856.0,,,85856.0
T05357,U109,2019-01-12,Expense,Entertainment,₹84,Unknown,Unknown,Netflix subscription ,₹,84.0,84.0,,
T07483,U179,2022-06-29,Expense,Travel,888,Cash,Mumbai,Doctor visit ,,888.0,,,888.0
T08246,U122,2021-08-29,Income,Bonus,"58,345",Bank Transfer,Chennai,Salary ,,58345.0,,,58345.0
T02499,U154,2022-07-22,Expense,Food,"2,616",Card,Delhi,72nS3cj7k,,2616.0,,,2616.0
T08229,U166,2021-05-31,Expense,Rent,973,Card,Pune,Doctor visit via app,,973.0,,,973.0
T01886,U176,2021-01-30,Expense,Rent,80,Cash,Hyderabad,,,80.0,,,80.0
T07099,U114,2019-08-13,Expense,Travel,61,Card,Unknown,ONIiQqkwa,,61.0,,,61.0
T10302,U143,2021-06-24,Expense,Utilities,103,Cash,Mumbai,,,103.0,,,103.0
T02859,U008,2021-07-07,Expense,Food,183,Bank Transfer,Ahmedabad,Course fee,,183.0,,,183.0
T07757,U165,2020-04-17,Income,Salary,"48,228",UPI,Pune,Dinner at resto late,,48228.0,,,48228.0
T00675,U158,2022-12-09,Expense,Entertainment,14,Card,Jaipur,Uber to office,,14.0,,,14.0
T04147,U165,2019-08-14,Expense,Rent,₹74,Card,Kolkata,Course fee,₹,74.0,74.0,,
T11124,U144,2022-11-15,Expense,Unknown,943,Bank Transfer,Ahmedabad,Grocery shopping late,,943.0,,,943.0
T07000,U060,2021-12-07,Income,Bonus,"46,259",UPI,Lucknow,Salary ,,46259.0,,,46259.0
T09194,U042,2019-11-12,Expense,Rent,₹502,Cash,Unknown,Dinner at resto,₹,502.0,502.0,,
T13606,U003,2020-12-15,Expense,Travel,653,Cash,Hyderabad,Netflix subscription,,653.0,,,653.0
T02521,U061,2020-04-18,Expense,Food,650,Cash,Ahmedabad,,,650.0,,,650.0
T04215,U192,2020-11-03,Expense,Food,"1,260",UPI,Mumbai,,,1260.0,,,1260.0
T05129,U139,2019-08-18,Expense,Food,289,Bank Transfer,Jaipur,Monthly rent,,289.0,,,289.0
T14984,U099,2020-06-30,Expense,Food,165,Cash,Hyderabad,Doctor visit via app,,165.0,,,165.0
T09143,U158,2020-04-01,Expense,Entertainment,"₹1,098",Unknown,Lucknow,Doctor visit,₹,1098.0,1098.0,,
T14559,U057,2019-09-27,Expense,Others,807,UPI,Hyderabad,Gift,,807.0,,,807.0
T01474,U160,2020-09-21,Expense,Rent,64,Bank Transfer,Lucknow,Uber to office ,,64.0,,,64.0
T03458,U154,2021-07-14,Income,Bonus,"44,297",Cash,Jaipur,,,44297.0,,,44297.0
T00703,U127,2022-10-20,Expense,Travel,173,UPI,Hyderabad,Course fee cash,,173.0,,,173.0
T02727,U159,2019-10-12,Expense,Rent,259,UPI,Kolkata,Course fee cash,,259.0,,,259.0
T08644,U034,2019-07-14,Expense,Food,435,Cash,Unknown,Grocery shopping late,,435.0,,,435.0
T13774,U033,2022-11-06,Expense,Food,$188,Card,Pune,Netflix subscription ,$,188.0,,188.0,
T09300,U089,2022-06-10,Expense,Utilities,"1,568",Card,Hyderabad,Grocery shopping,,1568.0,,,1568.0
T09729,U138,2021-09-01,Expense,Rent,687,UPI,Kolkata,Monthly rent,,687.0,,,687.0
T00461,U011,2021-02-27,Expense,Food,545,Card,Lucknow,Doctor visit via app,,545.0,,,545.0
T03531,U014,2021-03-29,Expense,Food,"1,398",UPI,Lucknow,Doctor visit,,1398.0,,,1398.0
T05290,U033,2019-06-13,Expense,Food,814,UPI,Lucknow,Grocery shopping,,814.0,,,814.0
T05461,U078,2020-05-06,Expense,Utilities,"₹3,336",Bank Transfer,Bengaluru,Gift,₹,3336.0,3336.0,,
T08436,U158,2022-02-28,Expense,Rent,"1,053",Card,Ahmedabad,Dinner at resto,,1053.0,,,1053.0
T00079,U049,2020-01-08,Expense,Unknown,"1,763",Bank Transfer,Chennai,Dinner at resto,,1763.0,,,1763.0
T11074,U130,2019-12-21,Expense,Rent,109,Bank Transfer,Lucknow,Monthly rent,,109.0,,,109.0
T06488,U062,2022-07-05,Income,Other Income,"75,657",Unknown,Delhi,Salary via app,,75657.0,,,75657.0
T02668,U074,2021-06-06,Expense,Entertainment,682,Bank Transfer,Delhi,Rwrrmar0rOmb,,682.0,,,682.0
T08920,U028,2020-06-30,Expense,Travel,594,Cash,Delhi,,,594.0,,,594.0
T11596,U089,2021-06-11,Expense,Rent,260,Cash,Delhi,Dinner at resto,,260.0,,,260.0
T07024,U130,2020-01-28,Expense,Food,504,Unknown,Delhi,Monthly rent,,504.0,,,504.0
T10612,U001,2020-12-30,Income,Bonus,"56,643",Unknown,Ahmedabad,Uber to office,,56643.0,,,56643.0
T06188,U128,2022-03-03,Expense,Rent,"4,335",Card,Hyderabad,Monthly rent,,4335.0,,,4335.0
T09498,U058,2021-08-13,Expense,Savings,186,UPI,Ahmedabad,Monthly rent,,186.0,,,186.0
T09987,U069,2021-08-27,Expense,Utilities,401,Card,Pune,Monthly rent cash,,401.0,,,401.0
T11448,U112,2019-03-13,Expense,Travel,"$2,948",Bank Transfer,Kolkata,Monthly rent ,$,2948.0,,2948.0,
T14987,U065,2021-04-22,Income,Salary,"68,106",UPI,Delhi,Gift late,,68106.0,,,68106.0
T04411,U027,2021-08-30,Expense,Entertainment,120,Bank Transfer,Jaipur,Doctor visit,,120.0,,,120.0
T13092,U121,2022-12-18,Expense,Food,831,Card,Chennai,,,831.0,,,831.0
T03091,U019,2019-01-28,Expense,Rent,104,Cash,Bengaluru,Gift,,104.0,,,104.0
T07303,U167,2021-02-22,Expense,Rent,"2,683",Card,Lucknow,Gift,,2683.0,,,2683.0
T13994,U191,2022-04-08,Expense,Travel,306,Card,Lucknow,Doctor visit,,306.0,,,306.0
T07982,U182,2020-08-17,Expense,Food,144,Card,Hyderabad,QPiy4huoA0Jw,,144.0,,,144.0
T00790,U052,2021-10-23,Income,Salary,"64,897",Cash,Unknown,Doctor visit,,64897.0,,,64897.0
T09608,U079,2019-03-04,Expense,Rent,411,UPI,Bengaluru,Salary,,411.0,,,411.0
T14543,U049,2021-04-12,Expense,Food,350,UPI,Jaipur,Monthly rent,,350.0,,,350.0
T11645,U183,2022-06-16,Expense,Others,358,Cash,Bengaluru,Course fee,,358.0,,,358.0
T05793,U104,2020-05-04,Expense,Food,165,Card,Kolkata,Grocery shopping,,165.0,,,165.0
T08708,U187,2020-11-27,Expense,Travel,328,Cash,Delhi,Paid electricity bill,,328.0,,,328.0
T02465,U026,2022-01-28,Expense,Rent,"12,092",Card,Mumbai,Grocery shopping,,12092.0,,,12092.0
T12297,U124,2019-10-13,Expense,Food,336,Bank Transfer,Delhi,Doctor visit,,336.0,,,336.0
T06107,U023,2019-08-04,Expense,Food,"1,086",Cash,Chennai,Gift,,1086.0,,,1086.0
T14094,U104,2021-08-27,Expense,Entertainment,63,UPI,Jaipur,Course fee,,63.0,,,63.0
T07800,U116,2019-12-15,Expense,Food,₹331,Card,Jaipur,Grocery shopping,₹,331.0,331.0,,
T03945,U172,2022-01-06,Expense,Entertainment,213,Cash,Delhi,Salary late,,213.0,,,213.0
T09462,U037,2022-01-24,Expense,Food,627,Cash,Jaipur,Monthly rent via app,,627.0,,,627.0
T12021,U027,2019-07-12,Expense,Utilities,926,Bank Transfer,Ahmedabad,Salary,,926.0,,,926.0
T09192,U089,2019-12-08,Expense,Food,₹200,UPI,Unknown,Netflix subscription,₹,200.0,200.0,,
T13524,U177,2021-07-23,Income,Salary,"48,648",UPI,Bengaluru,BJySLbmobgZPyBNl8NNS,,48648.0,,,48648.0
T11366,U116,2019-05-14,Income,Other Income,"53,188",Bank Transfer,Lucknow,Salary,,53188.0,,,53188.0
T03530,U035,2022-11-10,Expense,Travel,"3,085",UPI,Unknown,Doctor visit,,3085.0,,,3085.0
T01082,U065,2019-11-27,Expense,Health,71,Cash,Pune,Gift cash,,71.0,,,71.0
T03583,U188,2021-08-30,Expense,Travel,$212,Unknown,Mumbai,Uber to office via app,$,212.0,,212.0,
T10233,U039,2021-04-05,Expense,Rent,$144,Cash,Bengaluru,Netflix subscription,$,144.0,,144.0,
T09704,U188,2022-08-17,Income,Bonus,"72,776",UPI,Delhi,Course fee,,72776.0,,,72776.0
T02287,U017,2020-10-26,Expense,Rent,"2,553",Card,Pune,,,2553.0,,,2553.0
T08402,U118,2021-05-12,Expense,Rent,632,UPI,Mumbai,Monthly rent,,632.0,,,632.0
T04198,U046,2022-01-11,Expense,Utilities,"1,015",Card,Mumbai,,,1015.0,,,1015.0
T05411,U019,2019-09-18,Expense,Travel,$854,Bank Transfer,Jaipur,Gift,$,854.0,,854.0,
T11492,U023,2022-12-05,Expense,Rent,210,UPI,Pune,Doctor visit,,210.0,,,210.0
T01441,U192,2020-04-06,Expense,Food,175,Bank Transfer,Hyderabad,Gift,,175.0,,,175.0
T07385,U107,2022-05-15,Expense,Food,"1,119",Bank Transfer,Mumbai,Monthly rent cash,,1119.0,,,1119.0
T02283,U190,2019-10-27,Expense,Rent,"₹10,083",UPI,Pune,doG9uCOh0cX6ahgZa,₹,10083.0,10083.0,,
T13736,U060,2020-07-15,Expense,Travel,741,UPI,Lucknow,Doctor visit,,741.0,,,741.0
T14264,U019,2021-12-23,Expense,Rent,255,Bank Transfer,Jaipur,Salary,,255.0,,,255.0
T08832,U033,2020-01-07,Expense,Food,858,Cash,Hyderabad,Gift late,,858.0,,,858.0
T07199,U007,2020-05-17,Expense,Food,"999,999",Bank Transfer,Unknown,Netflix subscription,,,,,
T14980,U069,2021-12-07,Income,Other Income,"18,089",Card,Kolkata,FoqvcgvAIU6I,,18089.0,,,18089.0
T04317,U089,2020-02-23,Expense,Utilities,520,Cash,Mumbai,Grocery shopping cash,,520.0,,,520.0
T07172,U144,2022-09-13,Income,Bonus,"60,576",UPI,Kolkata,Course fee via app,,60576.0,,,60576.0
T08278,U032,2019-11-01,Expense,Travel,₹125,UPI,Kolkata,Dinner at resto,₹,125.0,125.0,,
T08200,U039,2019-02-04,Expense,Food,810,Bank Transfer,Bengaluru,Salary ,,810.0,,,810.0
T01573,U056,2020-02-11,Expense,Rent,297,UPI,Mumbai,Uber to office ,,297.0,,,297.0
T05260,U128,2020-11-08,Expense,Food,"1,150",UPI,Lucknow,Monthly rent ,,1150.0,,,1150.0
T02597,U183,2022-12-06,Expense,Utilities,293,Card,Bengaluru,Uber to office,,293.0,,,293.0
T02227,U013,2020-12-02,Expense,Utilities,271,Unknown,Jaipur,Grocery shopping,,271.0,,,271.0
T06311,U155,2020-04-19,Expense,Travel,27,Card,Ahmedabad,,,27.0,,,27.0
T07487,U040,2020-11-27,Expense,Savings,"1,144",Bank Transfer,Pune,Doctor visit,,1144.0,,,1144.0
T14866,U157,2021-09-11,Expense,Utilities,"1,106",Cash,Pune,Paid electricity bill cash,,1106.0,,,1106.0
T07088,U106,2022-11-20,Expense,Food,243,Cash,Mumbai,,,243.0,,,243.0
T07885,U069,2021-09-10,Expense,Rent,101,UPI,Pune,,,101.0,,,101.0
T04525,U134,2020-09-27,Expense,Entertainment,70,Bank Transfer,Hyderabad,Doctor visit cash,,70.0,,,70.0
T11921,U083,2020-09-04,Expense,Utilities,162,Bank Transfer,Lucknow,Monthly rent via app,,162.0,,,162.0
T01912,U081,2019-11-09,Income,Bonus,"$85,916",Card,Delhi,Paid electricity bill,$,85916.0,,85916.0,
T08850,U145,2020-11-16,Expense,Entertainment,246,Cash,Ahmedabad,Uber to office,,246.0,,,246.0
T14492,U192,2021-10-23,Expense,Rent,193,Card,Chennai,Doctor visit,,193.0,,,193.0
T10694,U035,2022-08-05,Expense,Travel,"2,652",Bank Transfer,Pune,Grocery shopping,,2652.0,,,2652.0
T06517,U064,2021-10-26,Expense,Rent,639,Cash,Jaipur,Paid electricity bill late,,639.0,,,639.0
T02572,U065,2020-05-21,Income,Salary,"88,896",Bank Transfer,Chennai,Gift,,88896.0,,,88896.0
T11316,U061,2021-01-01,Expense,Food,134,Card,Lucknow,Salary,,134.0,,,134.0
T13124,U122,2022-07-20,Expense,Rent,580,Cash,Hyderabad,Monthly rent,,580.0,,,580.0
T00684,U103,2020-10-22,Expense,Travel,₹823,UPI,Mumbai,,₹,823.0,823.0,,
T06002,U125,2019-09-06,Expense,Travel,"2,308",UPI,Ahmedabad,Doctor visit,,2308.0,,,2308.0
T02366,U018,2020-07-18,Expense,Food,318,Cash,Ahmedabad,Paid electricity bill late,,318.0,,,318.0
T03184,U157,2021-01-10,Expense,Food,578,Card,Unknown,Gift late,,578.0,,,578.0
T13015,U016,2021-03-11,Expense,Rent,162,Cash,Chennai,Uber to office,,162.0,,,162.0
T04315,U042,2020-07-29,Expense,Travel,₹517,Card,Unknown,Grocery shopping,₹,517.0,517.0,,
T07936,U128,2020-10-31,Expense,Rent,446,Card,Lucknow,Grocery shopping,,446.0,,,446.0
T05588,U166,2020-01-17,Expense,Food,103,Cash,Ahmedabad,Monthly rent,,103.0,,,103.0
T14271,U019,2022-05-13,Expense,Utilities,"3,768",Bank Transfer,Chennai,Dinner at resto,,3768.0,,,3768.0
T00010,U163,2020-06-23,Expense,Entertainment,517,UPI,Mumbai,Monthly rent,,517.0,,,517.0
T00162,U128,2021-06-15,Expense,Others,818,UPI,Bengaluru,Uber to office,,818.0,,,818.0
T07917,U055,2022-08-02,Expense,Savings,"2,972",Card,Chennai,Dinner at resto,,2972.0,,,2972.0
T07370,U152,2020-07-13,Expense,Food,811,Cash,Jaipur,Gift,,811.0,,,811.0
T02011,U117,2020-02-11,Expense,Food,₹664,UPI,Hyderabad,Salary,₹,664.0,664.0,,
T04551,U136,2022-12-01,Expense,Food,"6,100",Bank Transfer,Mumbai,Dinner at resto,,6100.0,,,6100.0
T01207,U180,2021-05-17,Expense,Rent,₹488,Cash,Jaipur,Dinner at resto,₹,488.0,488.0,,
T06135,U167,2020-03-24,Expense,Food,"2,493",Bank Transfer,Bengaluru,Doctor visit,,2493.0,,,2493.0
T08932,U191,2019-12-01,Expense,Unknown,"2,674",Bank Transfer,Bengaluru,Dinner at resto late,,2674.0,,,2674.0
T02920,U017,2020-05-25,Expense,Food,225,Cash,Kolkata,Uber to office,,225.0,,,225.0
T03816,U179,2019-09-18,Expense,Others,265,Bank Transfer,Unknown,Uber to office,,265.0,,,265.0
T00925,U008,2021-12-10,Expense,Utilities,788,Bank Transfer,Kolkata,,,788.0,,,788.0
T06850,U010,2022-09-02,Expense,Rent,385,Card,Kolkata,Doctor visit,,385.0,,,385.0
T01922,U088,2019-06-04,Income,Salary,"56,393",Card,Unknown,Gift,,56393.0,,,56393.0
T14754,U052,2019-06-23,Expense,Rent,793,Cash,Lucknow,Gift,,793.0,,,793.0
T00771,U020,2022-11-16,Income,Bonus,,Bank Transfer,Hyderabad,Gift,,,,,
T12689,U125,2019-12-16,Expense,Rent,225,Bank Transfer,Kolkata,,,225.0,,,225.0
